ID,Name,Manufacturer,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Maintenance,actual cost
1393,Alto LXi,Maruti,2010,48105,Petrol,Manual,1,796,46.3,5,19.7,310000.0,20000,400000
1394,Polo 1.2,Volkswagen,2011,46759,Petrol,Manual,1,1198,74.0,5,16.47,254999.99999999997,31360,800000
1395,Polo Diesel,Volkswagen,2013,62000,Diesel,Manual,1,1199,73.9,5,22.07,350000.0,31360,800000
1396,Polo Diesel,Volkswagen,2012,35175,Diesel,Manual,1,1199,73.9,5,22.07,259000.0,31360,800000
1397,Ertiga ZDI,Maruti,2013,70000,Diesel,Manual,1,1248,88.8,7,20.77,545000.0,49850,1050000
1398,EcoSport 1.5,Ford,2017,30000,Diesel,Manual,1,1498,98.59,5,22.77,600000.0,47435,1100000
1399,Innova Crysta,Toyota,2016,66618,Diesel,Automatic,1,2755,171.5,7,11.36,1549000.0,55000,1999000
1400,5 Series,BMW,2010,69300,Petrol,Automatic,2,2497,150.0,5,10.8,1250000.0,500000,7200000
1401,Swift Dzire,Maruti,2017,148000,Diesel,Manual,1,1248,74.0,5,23.4,475000.0,39160,850000
1402,Ecosport 1.0,Ford,2017,22000,Petrol,Manual,1,999,123.24,5,18.88,785000.0,35924,1100000
1403,Verna CRDi,Hyundai,2013,75000,Diesel,Manual,1,1493,110.0,5,16.8,600000.0,37450,1425000
1404,Zest Revotron,Tata,2016,43706,Petrol,Manual,1,1193,88.7,5,17.57,400000.0,30000,800000
1405,A7 2011-2015,Audi,2011,42000,Diesel,Automatic,1,2967,241.4,5,14.4,2875000.0,350000,7000000
1406,Indica Vista,Tata,2012,65000,Diesel,Manual,1,1248,74.0,5,22.3,250000.0,25000,500000
1407,Swift Dzire,Maruti,2015,76128,Diesel,Manual,1,1248,74.0,5,26.59,550000.0,39160,850000
1408,Linea Emotion,Fiat,2010,39852,Petrol,Manual,1,1368,90.0,5,16.0,159000.0,40000,900000
1409,i20 1.2,Hyundai,2017,18673,Petrol,Manual,1,1197,81.83,5,18.6,622000.0,27500,725000
1410,EON Era,Hyundai,2016,11583,Petrol,Manual,1,814,55.2,5,21.1,275000.0,25000,400000
1411,Santro Xing,Hyundai,2007,82000,Petrol,Manual,2,1086,74.0,5,0.0,135000.0,26130,500000
1412,GLA Class,MercedesBenz,2017,50000,Diesel,Automatic,1,2143,136.0,5,17.9,2500000.0,500000,5500000
1413,Celerio VXI,Maruti,2014,77000,Petrol,Manual,1,998,67.04,5,23.1,280000.0,27930,620000
1414,Beat LT,Chevrolet,2014,54890,Petrol,Manual,2,1199,76.8,5,17.8,245000.00000000003,16500,500000
1415,Jazz 1.2,Honda,2016,21000,Petrol,Automatic,1,1199,88.7,5,19.0,635000.0,32446,900000
1416,3 Series,BMW,2009,58557,Diesel,Automatic,3,1995,181.0,5,16.07,800000.0,450000,5500000
1417,Duster 110PS,Renault,2014,70000,Diesel,Manual,1,1461,108.45,5,19.01,825000.0,35700,1250000
1418,Figo 2015-2019,Ford,2017,16000,Petrol,Automatic,1,1499,110.4,5,17.01,595000.0,34697,700000
1419,Innova Crysta,Toyota,2018,8899,Diesel,Manual,1,2393,147.8,7,13.68,1992000.0000000002,55000,1999000
1420,Beat Diesel,Chevrolet,2016,83629,Diesel,Manual,1,936,56.3,5,25.44,315000.0,16500,500000
1421,Polo GTI,Volkswagen,2014,35059,Petrol,Automatic,1,1798,189.0,4,17.21,575000.0,31360,800000
1422,Endeavour 3.2,Ford,2018,30552,Diesel,Automatic,1,3198,197.2,7,10.91,3244000.0,1500000,3600000
1423,Verna 1.6,Hyundai,2016,44875,Diesel,Automatic,2,1582,126.32,5,22.32,801000.0,37450,1425000
1424,Figo 2015-2019,Ford,2017,25095,Petrol,Manual,1,1196,86.8,5,18.16,648000.0,34697,700000
1425,800 AC,Maruti,2007,59000,Petrol,Manual,1,796,37.0,4,16.1,75000.0,20000,400000
1426,City i,Honda,2014,36000,Diesel,Manual,1,1498,98.6,5,26.0,500000.0,36600,1425000
1427,XUV500 W8,Mahindra,2012,37000,Diesel,Manual,1,2179,140.0,7,16.0,775000.0,37637,1600000
1428,Figo Diesel,Ford,2010,90000,Diesel,Manual,1,1399,68.0,5,20.0,260000.0,34697,700000
1429,EcoSport 1.5,Ford,2018,17000,Petrol,Manual,1,1497,121.36,5,17.0,919999.9999999999,35924,1100000
1430,i20 Asta,Hyundai,2015,42575,Petrol,Manual,1,1197,81.83,5,18.6,505000.0,27500,725000
1431,Innova 2.5,Toyota,2012,131000,Diesel,Manual,1,2494,100.0,7,12.99,960000.0,85000,2000000
1432,Duster 85PS,Renault,2013,74000,Diesel,Manual,1,1461,83.8,5,20.46,550000.0,35700,1250000
1433,Innova 2.5,Toyota,2013,47234,Diesel,Manual,1,2494,100.6,8,12.99,935000.0,85000,2000000
1434,City 1.5,Honda,2009,231673,Petrol,Manual,1,1497,118.0,5,17.0,260000.0,36600,1425000
1435,Alto K10,Maruti,2016,10000,Petrol,Manual,1,998,67.1,5,24.07,350000.0,20000,400000
1436,Micra Active,Nissan,2016,49389,Petrol,Manual,1,1198,67.04,5,19.49,426000.0,25000,700000
1437,Celerio VXI,Maruti,2016,12000,Petrol,Automatic,2,998,67.04,5,23.1,425000.0,27930,620000
1438,New C-Class,MercedesBenz,2010,65000,Petrol,Manual,2,1796,178.0,5,11.7,1175000.0,650000,7000000
1439,Fiesta Diesel,Ford,2013,177000,Diesel,Manual,1,1498,88.7,5,23.5,350000.0,35000,900000
1440,Verna 1.6,Hyundai,2015,89000,Petrol,Manual,1,1591,121.3,5,17.01,750000.0,33350,1425000
1441,i20 1.4,Hyundai,2009,72000,Petrol,Automatic,3,1396,100.0,5,15.0,325000.0,27500,725000
1442,Swift Dzire,Maruti,2012,49000,Petrol,Manual,1,1298,85.8,5,17.5,490000.00000000006,39160,850000
1443,New C-Class,MercedesBenz,2014,51355,Diesel,Automatic,1,2143,170.0,5,14.84,2700000.0,650000,7000000
1444,Elite i20,Hyundai,2017,13460,Petrol,Manual,1,1197,81.86,5,18.6,891000.0,27500,725000
1445,Verna 1.6,Hyundai,2014,35642,Petrol,Automatic,1,1591,121.4,5,17.01,669000.0,33350,1425000
1446,Cruze LTZ,Chevrolet,2014,52895,Diesel,Manual,1,1998,163.7,5,17.3,602000.0,40000,1500000
1447,Corolla Altis,Toyota,2010,93000,Petrol,Manual,1,1798,138.03,5,14.28,450000.0,50000,1600000
1448,A-Star Vxi,Maruti,2011,70000,Petrol,Manual,1,998,66.1,5,19.0,200000.0,20000,400000
1449,Micra Diesel,Nissan,2012,32048,Diesel,Manual,1,1461,63.1,5,23.08,240000.0,25000,700000
1450,Nano LX,Tata,2013,4700,Petrol,Manual,1,624,37.48,4,25.4,120000.0,12000,250000
1451,Swift Dzire,Maruti,2014,71800,Diesel,Manual,1,1248,74.0,5,23.4,290000.0,39160,850000
1452,Q3 2.0,Audi,2016,45000,Diesel,Automatic,1,1968,184.0,5,17.32,2700000.0,225000,3500000
1453,Amaze VX,Honda,2016,15388,Diesel,Manual,1,1498,98.6,5,25.8,750000.0,42830,889000
1454,Optra 1.6,Chevrolet,2004,98798,Petrol,Manual,1,1599,104.0,5,14.7,150000.0,27000,800000
1455,Q5 2.0,Audi,2016,43000,Diesel,Automatic,1,1968,174.3,5,14.16,3950000.0,310000,6000000
1456,Ritz VDi,Maruti,2012,85112,Diesel,Manual,1,1248,73.94,5,23.2,339000.0,25000,650000
1457,Scorpio S6,Mahindra,2018,37804,Diesel,Manual,1,2179,120.0,7,15.4,1240000.0,60000,1500000
1458,Ciaz ZDi,Maruti,2014,45000,Diesel,Manual,1,1248,88.5,5,28.09,685000.0,32235,1030000
1459,Corolla Altis,Toyota,2011,116000,Diesel,Manual,2,1364,138.0,5,21.43,575000.0,50000,1600000
1460,Indica V2,Tata,2015,100073,Diesel,Manual,2,1396,69.0,5,25.0,200000.0,25000,500000
1461,800 Std,Maruti,2006,165000,Petrol,Manual,1,796,37.0,4,16.1,90000.0,20000,400000
1462,Polo 1.2,Volkswagen,2015,22000,Petrol,Manual,1,1198,74.0,5,16.47,380000.0,31360,800000
1463,Elantra 2.0,Hyundai,2017,9500,Petrol,Automatic,1,1999,149.92,5,14.62,1635000.0000000002,50000,2000000
1464,Fortuner 4x2,Toyota,2012,152000,Diesel,Automatic,1,2982,169.0,7,11.5,1650000.0,180000,4500000
1465,Baleno Zeta,Maruti,2019,17705,Petrol,Manual,1,1197,83.1,5,21.4,869999.9999999999,32000,825000
1466,Baleno Zeta,Maruti,2016,12000,Petrol,Manual,1,1197,83.1,5,21.4,610000.0,32000,825000
1467,Cooper Countryman,Mini,2013,51000,Diesel,Automatic,1,1998,112.0,5,23.8,2194000.0,350000,4500000
1468,S Class,MercedesBenz,2009,42000,Diesel,Automatic,2,2987,210.0,5,13.0,2200000.0,1000000,18000000
1469,Alto K10,Maruti,2015,51000,Petrol,Manual,1,998,67.1,5,20.92,265000.0,20000,400000
1470,Swift VXI,Maruti,2017,42527,Petrol,Manual,1,1197,81.8,5,20.4,527000.0,39160,775000
1471,Sail LT,Chevrolet,2014,45000,Diesel,Manual,1,1248,74.0,5,22.1,248000.0,22000,650000
1472,Innova 2.5,Toyota,2011,70000,Diesel,Manual,1,2494,102.0,8,12.8,600000.0,85000,2000000
1473,Fortuner 3.0,Toyota,2009,92000,Diesel,Manual,1,2982,171.0,7,11.5,890000.0,180000,4500000
1474,3 Series,BMW,2012,57156,Diesel,Automatic,2,1995,184.0,5,18.88,1800000.0,450000,5500000
1475,Octavia Ambition,Skoda,2016,53211,Petrol,Manual,1,1395,138.02,5,16.8,1164000.0,140000,3000000
1476,Fortuner 3.0,Toyota,2019,80000,Diesel,Manual,1,2982,171.0,7,11.5,899000.0,180000,4500000
1477,Jetta 2007-2011,Volkswagen,2009,74000,Diesel,Automatic,1,1896,105.0,5,15.5,525000.0,65000,1800000
1478,i20 1.4,Hyundai,2011,37000,Diesel,Manual,1,1396,90.0,5,23.0,295000.0,27500,725000
1479,Manza Club,Tata,2013,64000,Diesel,Manual,2,1248,88.76,5,21.02,265000.0,30000,600000
1480,Vento Petrol,Volkswagen,2013,57197,Petrol,Manual,1,1598,103.6,5,15.04,400000.0,35484,1300000
1481,Creta 1.6,Hyundai,2016,55000,Diesel,Automatic,1,1582,126.2,5,17.6,1250000.0,38536,1500000
1482,Ritz VXI,Maruti,2014,33000,Petrol,Manual,1,1197,85.8,5,21.1,325000.0,25000,650000
1483,CR-V 2.0L,Honda,2008,70000,Petrol,Manual,1,1997,141.1,5,13.1,400000.0,140000,3000000
1484,XUV500 W8,Mahindra,2012,75000,Diesel,Manual,2,2179,140.0,7,15.1,625000.0,37637,1600000
1485,Ameo 1.5,Volkswagen,2016,58095,Diesel,Manual,1,1498,108.62,5,21.66,580000.0,35000,700000
1486,Zest Revotron,Tata,2015,7445,Petrol,Manual,1,1193,88.7,5,17.57,500000.0,30000,800000
1487,XJ 3.0L,Jaguar,2016,17652,Diesel,Automatic,1,2993,270.88,5,12.9,5873000.0,650000,15000000
1488,Corolla Altis,Toyota,2018,28321,Petrol,Automatic,1,1798,138.03,5,14.28,1748999.9999999998,50000,1600000
1489,A-Star Vxi,Maruti,2011,69000,Petrol,Manual,2,998,66.1,5,19.0,195000.0,20000,400000
1490,Accord VTi-L,Honda,2007,80000,Petrol,Automatic,1,2354,142.0,5,11.1,300000.0,160000,4600000
1491,i20 Asta,Hyundai,2014,42365,Petrol,Manual,1,1197,80.0,5,17.0,550000.0,27500,725000
1492,Fortuner 4x2,Toyota,2013,123000,Diesel,Automatic,1,2982,168.5,7,12.55,1650000.0,180000,4500000
1493,New C-Class,MercedesBenz,2011,40000,Petrol,Automatic,2,1796,186.0,5,11.74,1450000.0,650000,7000000
1494,Baleno Alpha,Maruti,2016,30112,Diesel,Manual,1,1248,74.0,5,27.39,779000.0,32000,825000
1495,Ertiga VDI,Maruti,2017,43775,Diesel,Manual,1,1248,88.76,7,20.77,827000.0,49850,1050000
1496,Rover Range,Land,2019,26013,Diesel,Automatic,1,2993,255.0,5,12.65,9707000.0,300000,6800000
1497,Optra Magnum,Chevrolet,2012,56000,Petrol,Manual,1,1598,102.5,5,12.9,215000.0,27000,800000
1498,Civic 2006-2010,Honda,2008,95000,Petrol,Automatic,2,1799,130.0,5,12.9,300000.0,36600,1425000
1499,X3 xDrive20d,BMW,2014,41089,Diesel,Automatic,1,1995,184.0,5,16.09,2879000.0,375000,6900000
1500,Laura Ambition,Skoda,2011,41988,Diesel,Automatic,1,1968,138.1,5,20.0,545000.0,75000,1700000
1501,Swift Dzire,Maruti,2013,72486,Diesel,Manual,1,1248,74.0,5,23.4,395000.0,39160,850000
1502,V40 Cross,Volvo,2013,92000,Diesel,Automatic,1,1984,150.0,5,23.3,1600000.0,120000,3000000
1503,Swift Dzire,Maruti,2013,40000,Petrol,Manual,1,1298,85.8,5,17.5,425000.0,39160,850000
1504,Rover Range,Land,2014,56000,Diesel,Automatic,1,2179,187.7,5,12.7,3450000.0,1600000,30000000
1505,Accord 2.4,Honda,2008,125000,Petrol,Automatic,3,2354,177.6,5,11.7,260000.0,160000,4600000
1506,Innova 2.5,Toyota,2017,29219,Diesel,Manual,1,2494,100.6,8,12.99,1348000.0,85000,2000000
1507,Fortuner 4x4,Toyota,2018,39927,Diesel,Manual,1,2982,168.5,7,12.55,3210000.0,180000,4500000
1508,Jazz 1.2,Honda,2018,38593,Petrol,Manual,1,1199,88.7,5,18.7,617000.0,32446,900000
1509,City 1.5,Honda,2015,32000,Petrol,Manual,1,1497,118.0,5,17.0,550000.0,36600,1425000
1510,Dzire AMT,Maruti,2017,28226,Diesel,Automatic,1,1248,73.75,5,28.4,915000.0,39160,850000
1511,Sunny 2011-2014,Nissan,2014,95000,Diesel,Manual,1,1461,84.8,5,21.64,450000.0,35000,900000
1512,Innova 2.5,Toyota,2014,194000,Diesel,Manual,1,2494,100.6,8,12.99,1050000.0,85000,2000000
1513,Brio S,Honda,2016,14821,Petrol,Manual,1,1198,86.8,5,19.4,537000.0,25000,500000
1514,Vento Petrol,Volkswagen,2012,52000,Petrol,Manual,1,1598,103.6,5,15.04,545000.0,35484,1300000
1515,XUV500 W4,Mahindra,2016,33000,Diesel,Manual,1,2179,140.0,7,16.0,925000.0,37637,1600000
1516,EcoSport 1.5,Ford,2016,29200,Diesel,Manual,1,1498,98.96,5,23.0,770000.0,47435,1100000
1517,Yeti Ambition,Skoda,2012,99754,Diesel,Manual,1,1968,108.49,5,17.72,799000.0,80000,2200000
1518,i10 Sportz,Hyundai,2012,49000,Petrol,Manual,1,1197,78.9,5,20.36,300000.0,22600,725000
1519,Innova 2.5,Toyota,2005,299322,Diesel,Manual,1,2494,102.0,8,12.8,400000.0,85000,2000000
1520,Zest Quadrajet,Tata,2018,38310,Diesel,Manual,1,1248,88.7,5,20.65,669000.0,30000,800000
1521,Swift VDI,Maruti,2014,56000,Diesel,Manual,1,1248,74.0,5,22.9,425000.0,39160,775000
1522,Rapid 1.5,Skoda,2017,31300,Diesel,Automatic,1,1498,108.4,5,21.72,1050000.0,35130,1200000
1523,Innova Crysta,Toyota,2019,11241,Diesel,Manual,1,2393,147.8,8,13.68,2255000.0,55000,1999000
1524,Verna 1.6,Hyundai,2014,48000,Petrol,Manual,2,1591,121.3,5,17.01,520000.0,33350,1425000
1525,City i,Honda,2019,23882,Petrol,Manual,1,1497,117.3,5,17.4,1187000.0,36600,1425000
1526,City i,Honda,2014,65000,Diesel,Manual,1,1498,98.6,5,26.0,699000.0,36600,1425000
1527,Vento Diesel,Volkswagen,2011,50000,Diesel,Manual,1,1598,103.6,5,20.54,500000.0,35484,1300000
1528,Q5 2008-2012,Audi,2014,25000,Diesel,Automatic,1,2967,236.0,5,12.19,4400000.0,310000,6000000
1529,Alto 800,Maruti,2015,21000,Petrol,Manual,1,796,47.3,5,22.74,279000.0,20000,400000
1530,Manza ELAN,Tata,2012,148000,Diesel,Manual,2,1248,88.8,5,21.12,290000.0,30000,600000
1531,Creta 1.6,Hyundai,2016,68000,Petrol,Manual,1,1591,121.3,5,15.29,985000.0,38536,1500000
1532,GL-Class 2007,MercedesBenz,2014,52000,Diesel,Automatic,1,2987,224.0,7,12.0,4900000.0,500000,5500000
1533,Thar CRDe,Mahindra,2016,19000,Diesel,Manual,1,2498,105.0,6,16.55,925000.0,60000,1600000
1534,Verna 1.6,Hyundai,2011,74000,Diesel,Manual,2,1582,126.3,5,22.32,375000.0,37450,1425000
1535,Aspire Titanium,Ford,2017,30279,Diesel,Manual,1,1498,99.0,5,26.1,729000.0,34697,800000
1536,Cooper 3,Mini,2016,20000,Diesel,Automatic,1,1496,113.98,4,20.7,2350000.0,350000,4500000
1537,Omni 8,Maruti,2013,34834,Petrol,Manual,1,796,35.0,5,14.0,260000.0,25000,650000
1538,Verito 1.5,Mahindra,2015,90000,Diesel,Manual,2,1461,65.0,5,21.03,310000.0,40000,1000000
1539,E-Class 2009-2013,MercedesBenz,2016,38730,Diesel,Automatic,1,2143,203.0,5,14.21,2998000.0,600000,8000000
1540,Duster 110PS,Renault,2016,57390,Diesel,Manual,1,1461,108.45,5,19.01,673000.0,35700,1250000
1541,Swift Dzire,Maruti,2016,100000,Diesel,Manual,1,1248,74.0,5,23.4,350000.0,39160,850000
1542,Polo Petrol,Volkswagen,2011,50000,Petrol,Manual,1,1198,73.9,5,16.47,235000.0,31360,800000
1543,XUV500 W10,Mahindra,2017,64961,Diesel,Manual,1,2179,140.0,7,16.0,1613000.0,37637,1600000
1544,Polo 1.2,Volkswagen,2014,72465,Petrol,Manual,1,1198,74.0,5,16.47,590000.0,31360,800000
1545,Ritz VXI,Maruti,2012,68776,Petrol,Manual,1,1197,85.8,5,21.1,390000.0,25000,650000
1546,Optra 1.6,Chevrolet,2005,150000,Petrol,Manual,1,1598,74.0,5,14.7,150000.0,27000,800000
1547,Innova 2.5,Toyota,2012,68000,Diesel,Manual,1,2494,102.0,7,12.8,695000.0,85000,2000000
1548,City i,Honda,2015,33000,Diesel,Manual,1,1498,98.6,5,26.0,700000.0,36600,1425000
1549,Ameo 1.2,Volkswagen,2017,22389,Petrol,Manual,1,1198,73.75,5,17.0,723000.0,35000,700000
1550,SX4 ZDI,Maruti,2012,90000,Diesel,Manual,1,1248,88.8,5,21.5,381000.0,35000,800000
1551,Swift ZXI,Maruti,2012,42000,Petrol,Manual,3,1197,85.8,5,18.6,450000.0,39160,775000
1552,Creta 1.6,Hyundai,2017,38767,Diesel,Manual,1,1582,126.2,5,19.67,1260000.0,38536,1500000
1553,Q7 35,Audi,2015,21000,Diesel,Automatic,1,2967,241.4,7,12.07,4800000.0,345000,8000000
1554,Alto LXi,Maruti,2010,59136,Petrol,Manual,1,796,46.3,5,19.7,296000.0,20000,400000
1555,Amaze SX,Honda,2014,36000,Diesel,Manual,1,1498,98.6,5,25.8,325000.0,42830,889000
1556,Passat Diesel,Volkswagen,2011,95000,Diesel,Automatic,2,1968,167.7,5,18.33,850000.0,150000,3200000
1557,Elantra CRDi,Hyundai,2013,51000,Diesel,Automatic,1,1582,126.24,5,19.5,875000.0,50000,2000000
1558,Wagon R,Maruti,2011,36411,Petrol,Manual,1,998,67.1,5,18.9,308000.0,27670,750000
1559,Rover Discovery,Land,2017,40000,Diesel,Automatic,1,1999,148.31,7,12.81,4150000.0,500000,9000000
1560,City i,Honda,2016,27300,Petrol,Manual,1,1497,117.3,5,17.8,700000.0,36600,1425000
1561,New C-Class,MercedesBenz,2011,29813,Petrol,Automatic,2,1991,181.03,5,14.74,1150000.0,650000,7000000
1562,Wagon R,Maruti,2011,71000,Petrol,Manual,1,998,67.04,5,20.51,260000.0,27670,750000
1563,Verna 1.6,Hyundai,2014,32000,Diesel,Manual,1,1582,126.3,5,22.32,430000.0,37450,1425000
1564,Ertiga VXI,Maruti,2017,19234,CNG,Manual,1,1373,80.46,7,17.5,835000.0,37450,1050000
1565,Tiguan 2.0,Volkswagen,2017,50510,Diesel,Automatic,1,1968,141.0,5,17.06,2490000.0,180000,3500000
1566,X1 sDrive,BMW,2011,102000,Diesel,Automatic,1,1995,177.0,5,15.06,1375000.0,350000,5000000
1567,Grand i10,Hyundai,2014,42277,Diesel,Manual,1,1186,73.97,5,24.0,385000.0,28000,725000
1568,E-Class E250,MercedesBenz,2014,46000,Diesel,Automatic,1,2143,201.1,5,13.0,2325000.0,600000,8000000
1569,Bolero ZLX,Mahindra,2012,35000,Diesel,Manual,1,2523,74.0,7,13.6,700000.0,40000,1000000
1570,Grand i10,Hyundai,2015,50000,Petrol,Manual,1,1197,82.0,5,18.9,575000.0,22600,725000
1571,i10 Magna,Hyundai,2008,62000,Petrol,Manual,2,1197,78.9,5,20.36,165000.0,22600,725000
1572,Jetta 2012-2014,Volkswagen,2012,78000,Diesel,Manual,1,1968,138.1,5,19.33,650000.0,65000,1800000
1573,Yeti Elegance,Skoda,2011,79000,Diesel,Manual,1,1968,138.08,5,17.67,750000.0,80000,2200000
1574,Q7 45,Audi,2019,6773,Diesel,Automatic,1,2967,245.0,7,14.75,7294000.0,345000,8000000
1575,Fortuner 3.0,Toyota,2010,135000,Diesel,Manual,2,2982,171.0,7,11.5,1100000.0,180000,4500000
1576,Wagon R,Maruti,2013,36716,Petrol,Manual,1,1061,67.0,5,18.9,302000.0,27670,750000
1577,EON Era,Hyundai,2013,65060,Petrol,Manual,1,814,55.2,5,21.1,332000.0,25000,400000
1578,Brio S,Honda,2013,33000,Petrol,Manual,1,1198,86.8,5,19.4,324000.0,25000,500000
1579,Alto 800,Maruti,2015,11110,Petrol,Manual,1,796,47.3,5,22.74,235000.0,20000,400000
1580,Bolero ZLX,Mahindra,2013,63000,Diesel,Manual,1,2523,62.1,7,15.96,550000.0,40000,1000000
1581,City i,Honda,2015,27030,Petrol,Manual,1,1497,117.3,5,17.8,675000.0,36600,1425000
1582,Rapid 1.6,Skoda,2015,19600,Petrol,Manual,1,1598,103.52,5,15.0,615000.0,35130,1200000
1583,Swift VVT,Maruti,2016,27755,Petrol,Manual,1,1197,81.8,5,22.0,545000.0,39160,775000
1584,EON Magna,Hyundai,2013,20000,Petrol,Manual,2,814,55.2,5,21.1,229999.99999999997,25000,400000
1585,Swift Dzire,Maruti,2015,24782,Petrol,Manual,1,1197,83.14,5,20.85,621000.0,39160,850000
1586,Micra XV,Nissan,2014,47303,Petrol,Automatic,1,1198,76.0,5,19.34,521000.0,25000,700000
1587,Q7 4.2,Audi,2008,71000,Petrol,Automatic,1,4134,250.0,7,8.3,1199000.0,345000,8000000
1588,Swift Vdi,Maruti,2010,135000,Diesel,Manual,1,1248,75.0,5,17.8,310000.0,39160,775000
1589,Xenon XT,Tata,2017,1000,Diesel,Manual,1,2179,138.03,5,13.49,750000.0,35000,1000000
1590,Polo 1.5,Volkswagen,2016,29000,Diesel,Manual,1,1498,88.8,5,20.14,400000.0,31360,800000
1591,City i,Honda,2016,36367,Petrol,Manual,1,1497,117.3,5,17.8,773000.0,36600,1425000
1592,City i,Honda,2015,38000,Petrol,Manual,1,1497,117.3,5,17.4,780000.0,36600,1425000
1593,800 AC,Maruti,2011,83969,Petrol,Manual,1,796,37.0,4,16.1,130000.0,20000,400000
1594,Polo 1.5,Volkswagen,2014,82621,Diesel,Manual,1,1498,88.8,5,20.14,442000.0,31360,800000
1595,Captiva LTZ,Chevrolet,2009,89000,Diesel,Automatic,1,1991,147.9,7,12.5,400000.0,45000,2200000
1596,XUV500 W10,Mahindra,2016,54000,Diesel,Manual,1,2179,140.0,7,16.0,1300000.0,37637,1600000
1597,Amaze VX,Honda,2015,61691,Diesel,Manual,1,1498,98.6,5,25.8,538000.0,42830,889000
1598,i20 1.2,Hyundai,2011,32200,Petrol,Manual,2,1197,80.0,5,17.0,325000.0,27500,725000
1599,Wagon R,Maruti,2016,68630,Petrol,Automatic,1,998,67.0,5,20.51,387000.0,27670,750000
1600,Jetta 2013-2015,Volkswagen,2014,61000,Diesel,Automatic,2,1968,138.03,5,16.96,825000.0,65000,1800000
1601,Ciaz 1.4,Maruti,2018,32644,Petrol,Manual,1,1373,91.1,5,20.73,927999.9999999999,32235,1030000
1602,Scorpio 2009-2014,Mahindra,2012,85000,Diesel,Automatic,1,2179,120.0,7,11.79,625000.0,60000,1500000
1603,Aveo U-VA,Chevrolet,2008,75000,Petrol,Manual,2,1150,74.9,5,15.26,114999.99999999999,20000,600000
1604,Ciaz ZXi,Maruti,2016,40347,Petrol,Manual,1,1373,91.2,5,20.73,780000.0,32235,1030000
1605,i20 1.4,Hyundai,2012,60788,Diesel,Manual,1,1396,90.0,5,23.0,450000.0,27500,725000
1606,Jazz 1.2,Honda,2018,18664,Petrol,Manual,1,1199,88.7,5,18.7,756000.0,32446,900000
1607,XUV500 W10,Mahindra,2017,57847,Diesel,Manual,1,2179,140.0,7,16.0,1607999.9999999998,37637,1600000
1608,i20 1.2,Hyundai,2012,52237,Petrol,Manual,1,1197,80.0,5,17.0,450000.0,27500,725000
1609,Verna 1.6,Hyundai,2012,128000,Diesel,Manual,1,1582,126.32,5,22.32,500000.0,37450,1425000
1610,i10 Era,Hyundai,2011,54000,Petrol,Manual,1,1086,68.05,5,19.81,220000.00000000003,22600,725000
1611,Celerio VXI,Maruti,2014,49800,Petrol,Automatic,1,998,67.04,5,23.1,400000.0,27930,620000
1612,Fabia 1.2,Skoda,2012,98000,Diesel,Manual,1,1199,73.9,5,20.86,250999.99999999997,30000,600000
1613,Swift VDI,Maruti,2015,60095,Diesel,Manual,1,1248,74.0,5,25.2,475000.0,39160,775000
1614,i10 Magna(O),Hyundai,2008,68000,Petrol,Manual,2,1086,66.7,5,16.0,200000.0,22600,725000
1615,i10 Magna,Hyundai,2010,81402,Petrol,Manual,2,1197,78.9,5,20.36,210000.0,22600,725000
1616,Ecosport 1.5,Ford,2013,38000,Petrol,Automatic,1,1499,110.0,5,16.5,625000.0,35924,1100000
1617,E-Class 2009-2013,MercedesBenz,2011,92239,Diesel,Automatic,2,2987,210.0,5,11.5,1060000.0,600000,8000000
1618,Swift VDI,Maruti,2017,49224,Diesel,Manual,1,1248,74.0,5,25.2,600000.0,39160,775000
1619,800 Std,Maruti,2004,12000,Petrol,Manual,2,796,37.0,4,16.1,45000.0,20000,400000
1620,Swift Lxi,Maruti,2010,54898,Petrol,Manual,3,1298,88.2,5,16.1,250000.0,39160,775000
1621,Creta 1.6,Hyundai,2018,2500,Petrol,Manual,1,1591,121.3,5,15.29,1275000.0,38536,1500000
1622,X1 M,BMW,2017,32838,Diesel,Automatic,1,1995,190.0,5,17.05,3029000.0,350000,5000000
1623,Ikon 1.3,Ford,2006,27076,Petrol,Manual,1,1299,70.0,5,13.8,160000.0,25000,600000
1624,Ecosport 1.5,Ford,2017,75445,Diesel,Manual,1,1498,89.84,5,22.7,754000.0,47435,1100000
1625,Ciaz VXi,Maruti,2015,46601,Petrol,Manual,1,1373,91.1,5,20.73,684000.0,32235,1030000
1626,Passat Diesel,Volkswagen,2012,72000,Diesel,Automatic,1,1968,167.7,5,18.33,600000.0,150000,3200000
1627,Jazz 1.5,Honda,2017,27000,Diesel,Manual,1,1498,98.6,5,27.3,800000.0,44148,900000
1628,A4 35,Audi,2016,68193,Diesel,Automatic,1,1968,174.33,5,17.11,2474000.0,325000,5500000
1629,Grand i10,Hyundai,2017,34429,Diesel,Manual,1,1120,70.0,5,24.0,550000.0,28000,725000
1630,GL-Class 2007,MercedesBenz,2013,46000,Diesel,Automatic,1,2987,224.0,7,12.0,3600000.0,500000,5500000
1631,Innova 2.5,Toyota,2013,80544,Diesel,Manual,1,2494,100.6,7,12.99,1179000.0,85000,2000000
